producer_price_index_item,month_of_forecast,year_of_forecast,year_being_forecast,attribute,forecast_percent_change
Wholesale pork,June,2018,2018,Mid point of prediction interval,-5.5
Wholesale pork,June,2018,2018,Lower bound of prediction interval,-12.5
Wholesale pork,August,2018,2018,Mid point of prediction interval,-4.7
Wholesale pork,May,2018,2018,Upper bound of prediction interval,2.3
Wholesale pork,May,2018,2018,Lower bound of prediction interval,-15.6
Wholesale pork,April,2018,2018,Upper bound of prediction interval,5.9
Wholesale pork,April,2018,2018,Mid point of prediction interval,-5.7
Wholesale pork,March,2018,2018,Upper bound of prediction interval,8.4
Wholesale pork,March,2018,2018,Mid point of prediction interval,-5.1
Farm-level eggs,February,2018,2018,Mid point of prediction interval,27.5
Farm-level eggs,February,2018,2018,Upper bound of prediction interval,120.8
Farm-level eggs,March,2018,2018,Lower bound of prediction interval,-7.5
Farm-level eggs,March,2018,2018,Mid point of prediction interval,41.4
Farm-level eggs,March,2018,2018,Upper bound of prediction interval,129.2
Wholesale pork,May,2018,2018,Mid point of prediction interval,-7.5
Wholesale pork,August,2018,2018,Upper bound of prediction interval,0.5
Wholesale pork,September,2018,2018,Lower bound of prediction interval,-9.5
Wholesale pork,September,2018,2018,Mid point of prediction interval,-6.3
Farm-level milk,March,2018,2018,Lower bound of forecast range,-5.0
Farm-level milk,March,2018,2018,Upper bound of forecast range,-4.0
Farm-level milk,April,2018,2018,Lower bound of forecast range,-5.0
Farm-level eggs,August,2018,2018,Upper bound of forecast range,31.0
Farm-level eggs,August,2018,2018,Lower bound of forecast range,30.0
Wholesale wheat flour,July,2018,2019,Lower bound of prediction interval,-20.2
Wholesale wheat flour,December,2018,2019,Upper bound of forecast range,-3.0
Farm-level milk,April,2018,2018,Upper bound of forecast range,-4.0
Farm-level milk,May,2018,2018,Lower bound of forecast range,-5.0
Farm-level milk,May,2018,2018,Upper bound of forecast range,-4.0
Farm-level eggs,January,2018,2018,Lower bound of prediction interval,-1.9
Farm-level eggs,January,2018,2018,Mid point of prediction interval,72.9
Wholesale wheat flour,December,2018,2019,Lower bound of forecast range,-4.0
Wholesale pork,December,2018,2018,Upper bound of prediction interval,-5.5
Wholesale pork,December,2018,2018,Mid point of prediction interval,-6.2
Wholesale pork,December,2018,2018,Lower bound of prediction interval,-6.8
Wholesale pork,November,2018,2018,Upper bound of prediction interval,-4.1
Wholesale pork,November,2018,2018,Mid point of prediction interval,-5.6
Wholesale pork,November,2018,2018,Lower bound of prediction interval,-7.0
Wholesale pork,October,2018,2018,Upper bound of prediction interval,-3.7
Wholesale pork,October,2018,2018,Mid point of prediction interval,-6.2
Wholesale pork,October,2018,2018,Lower bound of prediction interval,-8.4
Wholesale pork,September,2018,2018,Upper bound of prediction interval,-2.6
Farm-level eggs,September,2018,2018,Lower bound of forecast range,30.0
Wholesale poultry,August,2018,2018,Upper bound of prediction interval,-2.2
Wholesale poultry,March,2018,2018,Upper bound of forecast range,0.0
Farm-level cattle,November,2018,2018,Lower bound of prediction interval,-5.3
Farm-level soybeans,July,2018,2019,Upper bound of forecast range,1.25
Farm-level soybeans,July,2018,2019,Lower bound of forecast range,0.25
Wholesale beef,October,2018,2018,Lower bound of forecast range,0.0
Wholesale beef,September,2018,2018,Upper bound of forecast range,0.0
Wholesale beef,September,2018,2018,Lower bound of forecast range,-1.0
Wholesale beef,August,2018,2018,Upper bound of forecast range,0.0
Wholesale beef,August,2018,2018,Lower bound of forecast range,-1.0
Wholesale beef,July,2018,2018,Upper bound of forecast range,0.0
Wholesale beef,July,2018,2018,Lower bound of forecast range,-1.0
Wholesale beef,June,2018,2018,Upper bound of forecast range,0.0
Wholesale beef,June,2018,2018,Lower bound of forecast range,-1.0
Farm-level soybeans,August,2018,2019,Lower bound of forecast range,-1.0
Wholesale beef,May,2018,2018,Upper bound of forecast range,0.0
Wholesale beef,April,2018,2018,Upper bound of forecast range,0.0
Wholesale beef,April,2018,2018,Lower bound of forecast range,-1.0
Wholesale beef,March,2018,2018,Upper bound of forecast range,-2.0
Wholesale beef,March,2018,2018,Lower bound of forecast range,-3.0
Wholesale beef,February,2018,2018,Upper bound of forecast range,-3.0
Wholesale beef,February,2018,2018,Lower bound of forecast range,-4.0
Wholesale beef,January,2018,2018,Upper bound of forecast range,-3.0
Wholesale beef,January,2018,2018,Lower bound of forecast range,-4.0
Farm-level eggs,November,2018,2018,Upper bound of prediction interval,39.2
Wholesale dairy,December,2018,2019,Upper bound of forecast range,1.0
Wholesale dairy,December,2018,2019,Lower bound of forecast range,0.0
Wholesale beef,May,2018,2018,Lower bound of forecast range,-1.0
Farm-level soybeans,August,2018,2019,Upper bound of forecast range,0.0
Farm-level soybeans,September,2018,2019,Lower bound of forecast range,-3.0
Farm-level soybeans,September,2018,2019,Upper bound of forecast range,-2.0
Wholesale fats and oils,October,2018,2019,Lower bound of forecast range,-3.0
Wholesale fats and oils,September,2018,2019,Upper bound of forecast range,-2.0
Wholesale fats and oils,September,2018,2019,Lower bound of forecast range,-3.0
Wholesale fats and oils,August,2018,2019,Upper bound of forecast range,-2.0
Wholesale fats and oils,August,2018,2019,Lower bound of forecast range,-3.0
Wholesale fats and oils,July,2018,2019,Upper bound of forecast range,-2.0
Wholesale fats and oils,July,2018,2019,Lower bound of forecast range,-3.0
Wholesale pork,April,2018,2018,Lower bound of forecast range,-5.0
Wholesale pork,March,2018,2018,Upper bound of forecast range,-4.0
Wholesale pork,March,2018,2018,Lower bound of forecast range,-5.0
Wholesale pork,February,2018,2018,Upper bound of forecast range,0.5
Wholesale pork,February,2018,2018,Lower bound of forecast range,-0.5
Wholesale pork,January,2018,2018,Upper bound of forecast range,1.5
Wholesale pork,January,2018,2018,Lower bound of forecast range,0.5
Wholesale beef,December,2018,2018,Upper bound of forecast range,2.0
Wholesale beef,December,2018,2018,Lower bound of forecast range,1.0
Wholesale beef,November,2018,2018,Upper bound of forecast range,1.5
Wholesale beef,November,2018,2018,Lower bound of forecast range,0.5
Wholesale beef,October,2018,2018,Upper bound of forecast range,1.0
Farm-level soybeans,December,2018,2019,Upper bound of forecast range,4.0
Farm-level soybeans,December,2018,2019,Lower bound of forecast range,3.0
Farm-level soybeans,November,2018,2019,Upper bound of forecast range,-4.0
Farm-level soybeans,November,2018,2019,Lower bound of forecast range,-5.0
Farm-level soybeans,October,2018,2019,Upper bound of forecast range,-5.0
Farm-level soybeans,October,2018,2019,Lower bound of forecast range,-6.0
Wholesale dairy,November,2018,2019,Upper bound of forecast range,1.0
Wholesale dairy,November,2018,2019,Lower bound of forecast range,0.0
Wholesale dairy,October,2018,2019,Upper bound of forecast range,0.0
Wholesale dairy,October,2018,2019,Lower bound of forecast range,-1.0
Farm-level milk,October,2018,2019,Lower bound of forecast range,1.0
Farm-level milk,September,2018,2019,Upper bound of forecast range,2.0
Farm-level milk,September,2018,2019,Lower bound of forecast range,1.0
Farm-level milk,August,2018,2019,Upper bound of forecast range,4.5
Farm-level milk,August,2018,2019,Lower bound of forecast range,3.5
Farm-level milk,July,2018,2019,Upper bound of forecast range,4.5
Farm-level milk,July,2018,2019,Lower bound of forecast range,3.5
Farm-level cattle,March,2018,2018,Upper bound of forecast range,-3.0
Farm-level cattle,March,2018,2018,Lower bound of forecast range,-4.0
Farm-level cattle,February,2018,2018,Upper bound of forecast range,-3.0
Farm-level cattle,February,2018,2018,Lower bound of forecast range,-4.0
Farm-level cattle,January,2018,2018,Upper bound of forecast range,-2.5
Farm-level cattle,January,2018,2018,Lower bound of forecast range,-3.5
Farm-level eggs,December,2018,2019,Upper bound of forecast range,-4.0
Farm-level eggs,December,2018,2019,Lower bound of forecast range,-5.0
Farm-level eggs,November,2018,2019,Upper bound of forecast range,-14.0
Farm-level eggs,November,2018,2019,Lower bound of forecast range,-15.0
Farm-level eggs,October,2018,2019,Upper bound of forecast range,-9.0
Farm-level eggs,October,2018,2019,Lower bound of forecast range,-10.0
Farm-level eggs,September,2018,2019,Upper bound of forecast range,2.0
Farm-level eggs,September,2018,2019,Lower bound of forecast range,1.0
Farm-level eggs,August,2018,2019,Upper bound of forecast range,5.0
Farm-level eggs,August,2018,2019,Lower bound of forecast range,4.0
Farm-level eggs,July,2018,2019,Upper bound of forecast range,-8.0
Farm-level eggs,July,2018,2019,Lower bound of forecast range,-9.0
Farm-level milk,October,2018,2019,Upper bound of forecast range,2.0
Wholesale fats and oils,October,2018,2019,Upper bound of forecast range,-2.0
Farm-level milk,November,2018,2019,Lower bound of forecast range,3.0
Farm-level milk,December,2018,2019,Lower bound of forecast range,3.0
Wholesale dairy,September,2018,2019,Upper bound of forecast range,0.0
Wholesale dairy,September,2018,2019,Lower bound of forecast range,-1.0
Wholesale dairy,August,2018,2019,Upper bound of forecast range,0.0
Wholesale dairy,August,2018,2019,Lower bound of forecast range,-1.0
Wholesale dairy,July,2018,2019,Upper bound of forecast range,0.0
Wholesale dairy,July,2018,2019,Lower bound of forecast range,-1.0
Farm-level cattle,December,2018,2018,Upper bound of forecast range,-3.0
Farm-level cattle,December,2018,2018,Lower bound of forecast range,-4.0
Farm-level cattle,November,2018,2018,Upper bound of forecast range,-2.5
Farm-level cattle,November,2018,2018,Lower bound of forecast range,-3.5
Farm-level cattle,October,2018,2018,Upper bound of forecast range,-2.0
Farm-level cattle,October,2018,2018,Lower bound of forecast range,-3.0
Farm-level cattle,September,2018,2018,Upper bound of forecast range,-2.0
Farm-level cattle,September,2018,2018,Lower bound of forecast range,-3.0
Farm-level cattle,August,2018,2018,Upper bound of forecast range,-2.0
Farm-level cattle,August,2018,2018,Lower bound of forecast range,-3.0
Farm-level cattle,July,2018,2018,Upper bound of forecast range,-3.0
Farm-level cattle,July,2018,2018,Lower bound of forecast range,-4.0
Farm-level cattle,June,2018,2018,Upper bound of forecast range,-1.0
Farm-level cattle,June,2018,2018,Lower bound of forecast range,-2.0
Farm-level cattle,May,2018,2018,Upper bound of forecast range,0.0
Farm-level cattle,May,2018,2018,Lower bound of forecast range,-1.0
Farm-level cattle,April,2018,2018,Upper bound of forecast range,0.0
Farm-level cattle,April,2018,2018,Lower bound of forecast range,-1.0
Farm-level milk,December,2018,2019,Upper bound of forecast range,4.0
Farm-level milk,November,2018,2019,Upper bound of forecast range,4.0
Wholesale fats and oils,November,2018,2019,Lower bound of forecast range,-3.0
Wholesale fats and oils,November,2018,2019,Upper bound of forecast range,-2.0
Wholesale fats and oils,December,2018,2019,Lower bound of forecast range,0.0
Farm-level cattle,January,2018,2018,Lower bound of prediction interval,-16.8
Farm-level wheat,November,2018,2019,Upper bound of forecast range,5.0
Farm-level wheat,November,2018,2019,Lower bound of forecast range,4.0
Farm-level wheat,October,2018,2019,Upper bound of forecast range,5.0
Farm-level wheat,October,2018,2019,Lower bound of forecast range,4.0
Farm-level wheat,September,2018,2019,Upper bound of forecast range,6.0
Farm-level wheat,September,2018,2019,Lower bound of forecast range,5.0
Farm-level wheat,August,2018,2019,Upper bound of forecast range,8.0
Farm-level wheat,August,2018,2019,Lower bound of forecast range,7.0
Farm-level wheat,July,2018,2019,Upper bound of forecast range,11.0
Farm-level wheat,July,2018,2019,Lower bound of forecast range,10.0
Farm-level eggs,April,2018,2018,Lower bound of forecast range,35.0
Farm-level eggs,March,2018,2018,Upper bound of forecast range,11.0
Farm-level eggs,March,2018,2018,Lower bound of forecast range,10.0
Farm-level eggs,February,2018,2018,Upper bound of forecast range,1.0
Farm-level eggs,February,2018,2018,Lower bound of forecast range,0.0
Farm-level eggs,January,2018,2018,Upper bound of forecast range,18.0
Farm-level eggs,January,2018,2018,Lower bound of forecast range,17.0
Wholesale poultry,December,2018,2018,Upper bound of forecast range,-5.5
Wholesale poultry,December,2018,2018,Lower bound of forecast range,-6.5
Wholesale poultry,November,2018,2018,Upper bound of forecast range,-5.5
Wholesale poultry,November,2018,2018,Lower bound of forecast range,-6.5
Wholesale poultry,October,2018,2018,Upper bound of forecast range,-5.0
Farm-level vegetables,December,2018,2019,Upper bound of forecast range,-2.5
Farm-level vegetables,December,2018,2019,Lower bound of forecast range,-3.5
Farm-level cattle,January,2018,2018,Mid point of prediction interval,-2.0
Farm-level vegetables,November,2018,2019,Upper bound of forecast range,-2.5
Farm-level cattle,January,2018,2018,Upper bound of prediction interval,15.6
Farm-level cattle,February,2018,2018,Mid point of prediction interval,-2.2
Farm-level cattle,October,2018,2018,Upper bound of prediction interval,-1.3
Farm-level cattle,October,2018,2018,Mid point of prediction interval,-3.7
Farm-level cattle,October,2018,2018,Lower bound of prediction interval,-5.8
Farm-level cattle,September,2018,2018,Upper bound of prediction interval,-0.2
Farm-level cattle,September,2018,2018,Mid point of prediction interval,-3.7
Farm-level cattle,September,2018,2018,Lower bound of prediction interval,-6.9
Farm-level cattle,August,2018,2018,Upper bound of prediction interval,2.0
Farm-level cattle,August,2018,2018,Mid point of prediction interval,-2.9
Farm-level cattle,August,2018,2018,Lower bound of prediction interval,-7.1
Farm-level cattle,July,2018,2018,Upper bound of prediction interval,3.2
Farm-level cattle,July,2018,2018,Mid point of prediction interval,-3.1
